user_id,user_age,user_level,user_learning_interests,user_avg_session_minutes,user_posts_count,user_comments_made,user_likes_given,user_friends_count,days_since_signup,post_id,post_topic_category,post_topic_title,post_word_count,post_has_image,post_likes,post_comments,post_reposts,post_age_hours,post_is_pinned,author_friend_status,topic_interest_match,peer_engagement_count,created_at,engaged
1059,38,beginner,Event; Vocabulary; BusinessEnglish,53.7,50,28,298,91,837,5534,Listening,Podcast recommendations,574,no,292,27,14,39.8,no,BLOCKED,0.029,11,28-02-2026,0
1106,40,Advanced,"Reading,TOEFL",14,27,23,62,11,667,5178,LISTENING,Podcast recommendations,273,false,290,34,0,38.1,False,PENDING,0.116,10,01/23/2026,1
1087,, Beginner ,Speaking|Event,20.3,68,0,397,51,488,5410,Event,Writing workshop signup,426,0,202,64,2,439.7,false,BLOCKED,0.982,7,16-01-2026,1
1143,33, Intermediate ,TOEFL; Writing,51.8,18,92,590,91,801,5227,event,Mock TOEFL Saturday,329,no,167,69,0,484.2,yes,PENDING,0.064,2,02/21/2026,0
1212,30,Beginner,Reading; Event; TOEFL,41.9,43,25,398,15,525,5107,Speaking,Common pronunciation mistakes,370,true,157,16,16,78.2,false,BLOCKED,0.078,5,03/11/2026,0
1062,27,Advanced,TOEFL,5.5,63,47,142,59,637,5501,TOEFL,Integrated writing tips,null,0,253,6,2,179.9,false,BLOCKED,0.873,12,2026-04-24 19:09:00,1
1141,40,Advanced,Writing,21.6,64,247,76,18,574,5436,Speaking,  Common pronunciation mistakes,61,false,15,12,2,595.7,false,FRIEND,0.13,3,2026/02/21,0
1037,25,Intermediate,"Writing,Speaking",NaN,74,244,126,91,529,5347,Vocabulary,Word of the day,591,false,46,47,20,383.9,false,PENDING,0.076,5,2026-01-26 13:51:00,0
1019,22,Intermediate,Vocabulary,30.2,78,14,170,111,793,5590,toefl,Speaking task 1 templates,509,true,129,74,10,509.1,False,PENDING,0.07,4,2026-01-20 16:51:00,0
1171,25,Advanced,IELTS|Writing,54.2,11,86,78,27,290,5201, Speaking ,Small talk openers,505,True,142,53,18,626.1,yes,BLOCKED,0.145,4,2026-02-01 05:40:00,0
1176,21,INTERMEDIATE,Grammar|Event,51.4,73,232,469,,45,5419,Grammar,#PastParticiple cheatsheet, ,false,145,85,23,387.7,false,PENDING,0.903,10,01/08/2026,1
1029,40,Advanced,"Vocabulary,Listening,IELTS",24.5,39,56,350,74,303,5125,Speaking,Daily speaking partners,122,false,89,78,14,249,no,FRIEND,0.114,10,2026/04/17,1
1106,null,Advanced,Reading; TOEFL,14,27,23,62,11,667,5555,Reading,Vocabulary in context,103,false,147,64,21,172.7,False,FRIEND,0.845,7,22-04-2026,1
1089,16,Advanced,Grammar|TOEFL|BusinessEnglish,22.9,28,8,463,51,540,5428,Event,Writing workshop signup,478,false,81,35,4,140.8,no,BLOCKED,0.237,0,2026-04-02 02:51:00,0
1070,21,Beginner,Grammar,28.3,79,215,27,12,715,5122,Reading,Vocabulary in context,565,false,273,35,0,664.4,false,FRIEND,0.094,6,2026-02-19 08:24:00,1
1058,29,Intermediate,"Reading,TOEFL",NaN,59,139,138,85,503,5599,Speaking,Daily speaking partners,151,no,101,12,8,517,false,NOT_FRIEND,0.237,5,2026/05/02,0
1145,null,INTERMEDIATE,"Event,Grammar,Speaking",53.3,67,241,592,70,867,5409, Writing ,Paraphrasing practice, ,false,176,7,25,12.2,no,NOT_FRIEND,0.12,7,2026-02-10 18:37:00,1
1206,32, Advanced ,Event,32.5,0,59,420,23,327,5327,WRITING,Essay feedback exchange,315,true,207,25,25,289.6,0,BLOCKED,0.209,12,2026-02-09 13:54:00,0
1114,40,Intermediate,Speaking,12.2,80,246,96,7,863,5527, Grammar ,Phrasal verbs that confuse everyone,332,false,119,5,14,33.6,false,BLOCKED,0.125,8,04/10/2026,0
1056,42,Advanced,Grammar; Event,26.5,13,86,547,52,607,5092,BusinessEnglish,Presentation openings,370,yes,20,66,11,469.6,false,BLOCKED,0.135,1,01/13/2026,0
1066,26,Beginner,N/A,41,10,134,222,112,552,5280,ielts,Speaking part 3 examples,18,0,39,70,13,278.9,False,BLOCKED,0.767,2,01/13/2026,0
1176,21,Intermediate,Grammar|Event,51.4,73,232,469,9,45,5518,Listening,Accents around the world,593,yes,88,52,12,625.2,false,NOT_FRIEND,0.176,12,01/19/2026,1
1077,25,Advanced,"Listening,Grammar",51.2,23,191,295,109,755,5557,BusinessEnglish,Job interview answers,596,0,217,0,20,31.8,false,FRIEND,0.011,9,02/05/2026,1
1130,36,Intermediate,"Event,Reading",37.4,7,233,142,120,241,5555,reading,Vocabulary in context,103,false,147,64,21,172.7,false,NOT_FRIEND,0.936,4,2026-04-22 15:49:00,1
1049,17,Intermediate,Reading,29.1,18,169,557,117,762,5590,TOEFL,Speaking task 1 templates,509,true,129,74,10,509.1,false,BLOCKED,0.122,4,01/20/2026,0
1074,,Intermediate,Listening|Vocabulary,58.3,7,131,570,68,293,5340,IELTS,Writing task 2 essay structures,549,0,134,20,17,706.2,false,FRIEND,0.06,6,2026-01-22 12:26:00,0
1181,36,Beginner,"Speaking,TOEFL",34,65,2,409,12,152,5145,LISTENING,Dictation practice thread,210,false,42,67,13,389.2,false,BLOCKED,0.024,1,2026-02-21 23:21:00,0
1018,20, Advanced ,Speaking,37.2,14,46,548,91,65,5441,TOEFL,TOEFL Prep weekly thread,16,no,334,75,7,674.2,yes,NOT_FRIEND,0.059,8,01/09/2026,0
1145,37,INTERMEDIATE,Event|Grammar|Speaking,53.3,67,241,592,70,867,5159,Event,  Mock TOEFL Saturday,558,false,75,0,19,165.3,no,FRIEND,0.773,5,2026-01-18 08:16:00,1
1116,42,Intermediate,Grammar; Vocabulary; Event,41.1,34,80,378,30,257,5088,BusinessEnglish,Job interview answers,495,False,290,39,22,46.8,false,NOT_FRIEND,0.151,2,05/01/2026,0
1030,24,ADVANCED,"BusinessEnglish,IELTS",30.5,79,128,1,4,325,5068,IELTS,IELTS band 7 roadmap,115,1,111,75,5,481.7,false,NOT_FRIEND,0.984,10,04-01-2026,1
1043,19,Intermediate,"Event,TOEFL,IELTS",19,28,181,303,23,516,5195,IELTS,IELTS band 7 roadmap,55,True,92,0,3,580.2,no,PENDING,0.824,9,07-03-2026,1
1027,39,intermediate,"Event,Grammar,TOEFL",17.8,17,93,444,43,230,5098,BUSINESSENGLISH,Job interview answers,550,false,311,51,19,330,false,BLOCKED,0.209,5,26-03-2026,1
1035,27,Advanced,"Grammar,Event,Writing",8.3,15,38,596,91,408,5118,TOEFL,Score 100+ study plan,36,false,20,38,9,690.1,false,PENDING,0.245,4,15-03-2026,0
1204,32,Beginner,Grammar; TOEFL,16.3,4,117,86,96,102,5188,BusinessEnglish,Job interview answers,258,true,192,5,0,554.6,0,PENDING,0.147,11,2026-01-15 16:46:00,1
1080,39,Advanced,"Vocabulary,Listening,BusinessEnglish",6.7,47,235,510,0,544,5476,Writing,Essay feedback exchange,379,no,160,74,22,409.8,0,BLOCKED,0.1,0,2026-01-08 17:40:00,0
1167,null,INTERMEDIATE,IELTS|Listening|Grammar,14.5,60,26,471,69,117,5328,Listening,Dictation practice thread,512,false,266,29,11,690,false,FRIEND,0.811,9,2026-03-24 17:37:00,1
1173,37,Beginner,IELTS; Vocabulary,18.9,44,223,479,8,316,5147,BusinessEnglish,Email templates that work,356,yes,277,4,2,693.2,false,PENDING,NaN,8,2026-01-24 09:00:00,1
1058,29,INTERMEDIATE,Reading; TOEFL,35.9,59,139,138,85,503,5014,grammar,Articles a/an/the explained,398,0,36,47,16,478.9,true,PENDING,0.047,9,2026-02-16 23:04:00,0
1177,N/A, Advanced ,IELTS,43.9,46,59,486,95,865,5461,Speaking,Small talk openers,382,false,85,10,0,26.8,no,BLOCKED,N/A,9,03/02/2026,0
1106,N/A,Advanced,"Reading,TOEFL",14,27,23,62,11,667,5393,businessenglish,Job interview answers,535,false,26,51,9,14.4,0,PENDING,0.242,9,29-01-2026,1
1066,26,Beginner,"Listening,Speaking,IELTS",41,10,134,222,112,552,5244,Writing,Paraphrasing practice,494,false,84,5,21,230.4,false,BLOCKED,0.041,4,03/17/2026,0
1095,41,Beginner,Event; Grammar,49.5,39,112,349,58,366,5400,Reading,Vocabulary in context,16,true,332,48,22,387.3,no,BLOCKED,0.216,7,03/04/2026,0
1043,19,Intermediate,"Event,TOEFL,IELTS",19,28,181,303,23,516,5579,writing,Formal vs informal register,375,true,249,37,5,156.2,false,PENDING,0.199,10,2026-03-28 06:20:00,1
1094,null,beginner,"Reading,Event",29.3,46,1,329,102,567,5518,Listening,Accents around the world,593,true,88,52,12,625.2,false,BLOCKED,0.207,2,2026/01/19,0
1020,23,beginner,Reading; TOEFL,17.8,54,71,163,11,64,5130,Writing,Paraphrasing practice,192,true,38,79,14,533.1,False,NOT_FRIEND, ,12,04/05/2026,0
1134,29,Advanced,"Grammar,Listening,Reading",19,1,230,76,75,418,5280,IELTS,Speaking part 3 examples,18,0,39,70,13,278.9,no,BLOCKED,0.217,5,01/13/2026,0
1091,41, Advanced ,"Grammar,BusinessEnglish,Reading",4.2,48,124,200,42,869,5279,Vocabulary,Word of the day,595,no,301,85,2,695.7,no,FRIEND,NaN,5,2026-01-15 19:32:00,0
1002,20,Advanced,"TOEFL,Event,Vocabulary",12.8,27,191,170,3,882,5136,Writing,Essay feedback exchange,164,0,217,82,21,84.8,false,BLOCKED,0.104,6,01/27/2026,0
1065,26,Beginner,"TOEFL,Vocabulary,Listening",59.4,78,32,285,65,545,5211,BUSINESSENGLISH,Presentation openings,92,yes,256,1,25,125.1,no,PENDING,N/A,2,2026-01-08 12:10:00,1
1076,20,ADVANCED,,7.4,56,78,392,49,692,5228,Writing,Paraphrasing practice,342,false,20,7,16,570,False,PENDING,0.868,9,10-03-2026,1
1064,41,Intermediate,"Listening,Writing",N/A,61,118,481,61,687,5528,Reading,Article of the week,571,0,276,89,10,423.7,false,BLOCKED,0.104,9,2026-04-12 11:29:00,0
1123,19,Intermediate,IELTS; Listening; BusinessEnglish,12.3,38,58,370,10,860,5548,Grammar,Phrasal verbs that confuse everyone,360,true,123,15,5,133.8,0,NOT_FRIEND,0.053,3,2026-03-17 23:53:00,0
1152,25,Advanced,"Writing,Speaking",35.9,1,225,274,13,635,5175,Listening,Dictation practice thread,-5,true,17,74,4,216.5,false,BLOCKED,0.232,2,2026-03-29 19:43:00,0
1218,32,beginner,"BusinessEnglish,Writing",57.2,22,143,68,97,668,5162,Speaking,Storytelling fluency,287,false,105,22,1,49.2,false,BLOCKED,0.114,2,03/21/2026,0
1050,19,Advanced,"BusinessEnglish,Grammar",51.2,69,15,239,53,858,5515, Grammar ,Conditionals — when to use which,124,0,174,88,16,419.4,false,FRIEND,0.771,9,2026-03-13 12:22:00,1
1174,24,Intermediate,"Speaking,Grammar,Listening",24.1,42,55,199,56,778,5383,Vocabulary,Collocations you should know,109,false,154,81,0,505.7,true,BLOCKED,0.135,3,2026-02-26 08:57:00,0
1175,38,ADVANCED,"Listening,TOEFL,Speaking",8.6,76,190,215,46,496,5439, Grammar ,Conditionals — when to use which,24,true,334,82,6,692.2,false,PENDING,0.234,6,02/11/2026,0
1214,31,Intermediate,"Writing,Listening,Speaking",48.5,29,83,375,39,833,5285,VOCABULARY,Word of the day,579,false,150,5,17,568.3,false,NOT_FRIEND,0.151,0,04-03-2026,0
1090,24,Advanced,Grammar; Vocabulary; BusinessEnglish,11.4,43,98,320,72,278,5427,Writing,Punctuation pitfalls,68,no,281,12,21,296.3,false,FRIEND,0.171,7,01/06/2026,1
1155,N/A,Beginner,Listening|IELTS,13.4,63,156,267,112,242,5169,Reading,Vocabulary in context,468,false,200,18,10,88.5,false,BLOCKED,0.053,3,2026-03-20 10:19:00,0
1112,24,advanced,Vocabulary,17.9,28,51,217,12,289,5363,IELTS,Speaking part 3 examples,73,true,263,66,4,65,false,NOT_FRIEND,NaN,5,2026-04-25 19:40:00,1
1044,NaN,Beginner,"Grammar,Vocabulary",42.5,76,82,151,7,553,5432,Speaking,Storytelling fluency,567,no,205,61,12,223.2,true,FRIEND,0.013,4,2026-02-04 04:05:00,1
1093,32,Advanced,Speaking; Writing,37.1,19,158,227,87,73,5517,Vocabulary,Synonym swap challenge,181,true,13,13,23,97.8,no,PENDING,0.221,2,2026-04-10 19:57:00,0
1088,,Beginner,Grammar,null,14,245,214,97,107,5452,listening,Dictation practice thread,211,no,264,36,22,688.4,false,NOT_FRIEND,0.024,9,02/17/2026,0
1149,35,INTERMEDIATE,BusinessEnglish,9.1,79,210,259,52,43,5159,event,Mock TOEFL Saturday,558,false,75,0,19,165.3,no,PENDING,0.154,4,2026-01-18 08:16:00,1
1188,33,Beginner,Event,43.6,76,162,233,111,378,5597,BUSINESSENGLISH,  Presentation openings,473,false,233,0,4,673.5,0,BLOCKED,0.161,11,2026-03-20 21:14:00,1
1102,39,Beginner,"Grammar,Listening,BusinessEnglish",45.2,67,103,589,39,93,5022,Speaking,Storytelling fluency,350,no,113,50,10,267.6,false,FRIEND,0.178,1,2026-03-07 09:50:00,0
1053,37, Advanced ,Reading,10.6,11,166,491,71,38,5557,BusinessEnglish,Job interview answers,596,no,217,0,20,31.8,false,NOT_FRIEND,0.094,5,2026-02-05 18:40:00,1
1151,16,INTERMEDIATE,,50.4,1,156,224,115,503,5286,Vocabulary,Synonym swap challenge,506,true,98,32,22,63.8,false,NOT_FRIEND,0.191,10,2026-04-02 23:46:00,1
1052,37,Advanced,"Vocabulary,Listening",5.6,0,127,77,76,158,5240,BusinessEnglish,Presentation openings,103,false,256,26,14,222,false,BLOCKED,0.213,6,2026-02-02 21:16:00,1
1021,34,Advanced,Writing,46.1,56,145,284,46,772,5283,Grammar,#PastParticiple cheatsheet,279,true,30,35,15,661.8,no,FRIEND,0.019,11,28-03-2026,1
1100,26,BEGINNER,Reading; BusinessEnglish; Event,53.7,2,246,6,2,101,5589,Grammar,Conditionals — when to use which,563,false,256,78,21,154.9,false,BLOCKED,NaN,8,20-01-2026,0
1088,34,Beginner,Grammar,51.5,14,245,214,97,107,5204,WRITING,Paraphrasing practice,558,true,210,19,1,466.6,0,PENDING, ,4,2026-04-25 07:29:00,0
1170,39,advanced,"Vocabulary,TOEFL",45.3,9,172,410,63,51,5025, Speaking ,Storytelling fluency,158,true,223,51,15,294.1,false,NOT_FRIEND,0.176,8,2026-04-17 08:32:00,1
1186,24,BEGINNER,"Event,Listening",51.4,21,14,237,88,348,5236,Listening,Accents around the world,72,True,258,90,10,557.1,no,NOT_FRIEND,0.88,12,2026-01-03 10:15:00,1
1093,32,ADVANCED,"Speaking,Writing",37.1,19,158,227,87,73,5278,Reading,Article of the week,503,false,43,41,4,719.2,false,PENDING,0.135,0,2026-03-17 00:33:00,0
1042,30,advanced,"Event,Writing",6.6,77,39,534,10,297,5258,vocabulary,  Academic word list — week 4,96,false,60,19,17,9.8,true,BLOCKED,0.028,7,2026-03-09 04:09:00,0
1055,21,Beginner,Speaking; IELTS; Event,6.4,80,246,0,N/A,290,5195,ielts,IELTS band 7 roadmap,55,true,92,0,3,580.2,no,NOT_FRIEND,0.882,12,07-03-2026,1
1004,31,ADVANCED,Writing; Reading,59,37,157,185,76,517,5100,Writing,Formal vs informal register,445,true,145,78,21,515.9,no,BLOCKED,0.844,7,11-01-2026,1
1103,19,Beginner,"IELTS,Writing",9.8,26,31,539,60,492,5045,reading,Inference questions explained,113,false,165,47,6,466.9,false,FRIEND,0.072,11,2026-01-28 09:58:00,1
1141,40,Advanced,Writing,21.6,64,247,76,18,574,5365,event,Mock TOEFL Saturday,81,False,290,68,24,474.8,0,FRIEND,0.221,10,02/05/2026,1
1030,24,ADVANCED,BusinessEnglish; IELTS,,79,128,1,4,325,5578,TOEFL,Reading section pacing,317,True,77,69,22,675,0,NOT_FRIEND,0.235,10,10-03-2026,0
1099,18,BEGINNER,Grammar,9.6,38,110,296,114,163,5047,BusinessEnglish,Negotiation language,261,no,133,61,1,195,true,BLOCKED,0.215,8,05-01-2026,0
1171,25,Advanced,"IELTS,Writing",54.2,11,86,78,27,290,5315,Listening,Accents around the world,27,false,45,75,1,551,false,NOT_FRIEND,0.115,7,2026-04-27 17:18:00,0
1122,42,Beginner,"TOEFL,BusinessEnglish",42.8,16,124,375,73,884,5562,toefl,Score 100+ study plan,145,0,88,11,6,156,0,NOT_FRIEND,0.885,4,01-04-2026,1
1157,34,beginner,"Vocabulary,Listening",43.6,28,1,206,9,795,5338, TOEFL ,  Integrated writing tips,314,yes,45,11,21,316,false,NOT_FRIEND,0.084,12,24-02-2026,1
1138,28,BEGINNER,"Speaking,Event,Vocabulary",12.6,12,67,302,110,454,5316,Writing,Punctuation pitfalls,519,true,228,14,21,87.6,false,FRIEND,,10,2026-04-19 09:28:00,1
1134,29,advanced,"Grammar,Listening,Reading",19,1,230,76,75,418,5558,Speaking,Daily speaking partners,532,true,128,12,17,676.2,no,NOT_FRIEND,0.247,7,04/21/2026,1
1204,32,Beginner,Grammar; TOEFL,16.3,4,117,86,96,102,5156,IELTS,Writing task 2 essay structures,339,false,317,32,11,419.7,0,FRIEND,0.182,5,19-01-2026,1
1038,20,Beginner,"IELTS,Event,Reading",6.5,71,46,108,98,584,5302,IELTS,Cue card practice partners,258,false,317,76,17,254.1,0,BLOCKED,0.759,11,01/14/2026,1
1119,39,Advanced,"Listening,BusinessEnglish,TOEFL",47.9,25,157,117,39,371,5224,vocabulary,Collocations you should know,151,yes,290,6,13,656.4,no,BLOCKED,0.244,4,2026-01-09 19:53:00,0
1195,19,INTERMEDIATE,"Writing,Listening",9.6,9,131,473,88,438,5209,TOEFL,TOEFL Prep weekly thread,73,true,49,20,23,653.1,0,NOT_FRIEND,0.146,1,02/08/2026,0
1054,19,intermediate,Listening|Speaking,35.8,54,145,312,51,789,5244,Writing,Paraphrasing practice,494,false,84,5,21,230.4,false,FRIEND,0.035,7,2026-03-17 16:34:00,0
1174,24,Intermediate,Speaking; Grammar; Listening,24.1,42,55,199,56,778,5588,EVENT,Pronunciation bootcamp,357,false,289,65,15,602.2,false,NOT_FRIEND,0.138,1,23-03-2026,0
1020,23,Beginner,"Reading,TOEFL",17.8,54,71,163,11,64,5139,IELTS,Writing task 2 essay structures,295,False,13,27,0,68,false,FRIEND,0.082,0,2026-03-30 03:17:00,0
1042,30,advanced,Event; Writing,6.6,77,39,534,10,297,5309,Grammar,Articles a/an/the explained,70,false,135,39,19,312,no,PENDING,0.026,1,03/18/2026,0
1065,26,Beginner,"TOEFL,Vocabulary,Listening",59.4,78,32,285,65,545,5471,Vocabulary,Collocations you should know,517,True,81,6,17,110.6,False,NOT_FRIEND,0.88,6,2026-04-11 13:00:00,1
1037,N/A,Intermediate,"Writing,Speaking",14.6,74,244,126,91,529,5458,Vocabulary,Synonym swap challenge,261,false,9,1,7,149.1,False,PENDING,0.114,3,16-04-2026,0
1094,33,Beginner,"Reading,Event",29.3,46,1,329,102,567,5447,businessenglish,Presentation openings,440,true,95,63,15,366.9,false,BLOCKED,0.231,3,2026/03/27,0
1136,37,Advanced,"Listening,TOEFL",27.6,61,198,320,N/A,269,5126,ielts,Cue card practice partners,318,true,39,39,5,253.8,0,BLOCKED,0.226,12,2026-03-29 22:58:00,0
1185,32,Intermediate,TOEFL|Event|Vocabulary,5.1,31,121,535,106,316,5431,IELTS,Listening trap words,140,true,77,49,14,454.9,false,PENDING,0.208,3,2026-04-17 07:46:00,0
1000,31,Advanced,BusinessEnglish; Event; Reading,36.6,4,176,469,85,290,5325,Listening,Note-taking techniques,28,false,82,6,16,452,0,FRIEND,0.231,10,04-01-2026,1
1152,25,Advanced,Writing; Speaking,35.9,1,225,274,13,635,5548,Grammar,Phrasal verbs that confuse everyone,360,yes,123,15,5,133.8,false,PENDING,0.053,10,2026-03-17 23:53:00,0
1098,42,Advanced,TOEFL,17.4,17,210,16,105,782,5360,BUSINESSENGLISH,Negotiation language,434,no,307,66,10,392.6,False,FRIEND,0.034,6,04/01/2026,1
1191,18,beginner,Speaking; Listening; Grammar,59.7,68,162,275,35,608,5428,EVENT,Writing workshop signup,478,false,81,35,4,140.8,no,BLOCKED,0.026,11,2026-04-02 02:51:00,1
1001,38,Beginner,BusinessEnglish; TOEFL; Listening,27.6,25,124,403,4,492,5388,TOEFL,Reading section pacing,348,1,256,83,13,424.5,false,BLOCKED,0.782,9,03/03/2026,1
1129,36,Advanced,"Writing,IELTS,Vocabulary",42.7,55,30,565,86,183,5220,GRAMMAR,Conditionals — when to use which,null,true,165,46,19,64.8,False,BLOCKED,0.093,10,04/24/2026,0
1149,35,Intermediate,BusinessEnglish,9.1,79,210,259,52,43,5474,listening,Dictation practice thread,301,1,338,66,14,700.6,false,BLOCKED,0.199,2,02/28/2026,0
1122,42,beginner,"TOEFL,BusinessEnglish",42.8,16,124,375,73,884,5590,TOEFL,Speaking task 1 templates,509,True,129,74,10,509.1,0,BLOCKED,0.801,7,20-01-2026,1
1061,23,Advanced,null,24.5,28,149,110,15,862,5366,Grammar,#PastParticiple cheatsheet,198,False,24,88,15,355.2,false,NOT_FRIEND,0.026,5,2026/01/03,0
1000,31,Advanced,BusinessEnglish; Event; Reading,36.6,4,176,469,85,290,5349,Grammar,Conditionals — when to use which,416,True,85,68,9,550.9,no,BLOCKED,0.192,12,2026-02-13 12:32:00,1
1211,24,Intermediate,TOEFL,22.8,46,80,45,17,825,5481,TOEFL,Speaking task 1 templates,282,yes,68,72,23,69.3,0,PENDING,0.97,1,22-03-2026,1
1005,28,Intermediate,Grammar,18,77,16,189,47,451,5196,TOEFL,Score 100+ study plan,434,false,273,83,5,432.2,no,BLOCKED,0.026,9,2026-01-10 10:39:00,0
1101,24,Intermediate,"Writing,Reading,BusinessEnglish",3.6,73,151,299,113,723,5494,Writing,Punctuation pitfalls,447,False,283,48,8,610.6,False,FRIEND,null,3,2026-02-09 19:13:00,1
1059,38,BEGINNER,Event; Vocabulary; BusinessEnglish,53.7,50,28,298,91,837,5175,Listening,Dictation practice thread,291,true,17,74,4,216.5,no,BLOCKED,0.139,9,03/29/2026,0
1073,26,Beginner,Reading|BusinessEnglish|IELTS,59,25,122,210,2,430,5384,EVENT,Mock TOEFL Saturday,435,true,325,27,3,442.7,false,FRIEND,0.064,8,04/18/2026,1
1127,null,beginner,"Event,Listening",22.9,44,177,243,48,769,5127,event,Mock TOEFL Saturday,253,no,298,4,9,125.1,false,PENDING,0.88,8,01/04/2026,1
1178,40,Beginner,"Listening,IELTS",26.3,77,33,209,114,713,5366,Grammar,#PastParticiple cheatsheet,198,no,24,88,15,355.2,no,PENDING,0.181,3,03-01-2026,0
1130,36,Intermediate,null,37.4,7,233,142,120,241,5066,ielts,Speaking part 3 examples,261,yes,293,51,8,141.8,false,BLOCKED,0.088,6,2026-01-31 08:00:00,0
1025,21,beginner,TOEFL; Speaking; BusinessEnglish,9.5,50,243,599,100,412,5125,Speaking,Daily speaking partners,122,no,89,78,14,249,no,NOT_FRIEND,0.826,2,04/17/2026,1
1076,20,ADVANCED,"Vocabulary,Event,Writing",7.4,56,78,392,49,692,5167,Writing,Cohesion vs coherence,67,true,207,59,18,494.4,no,BLOCKED,N/A,5,04/22/2026,1
1204,32, Beginner ,"Grammar,TOEFL",16.3,4,117,86,96,102,5516,Speaking,Daily speaking partners,159,false,118,59,1,212.1,1,FRIEND,0.095,3,03/12/2026,1
1187,34,Intermediate,"Speaking,Event",28.4,42,191,114,41,439,5415,Writing,Paraphrasing practice,156,true,58,10,1,33.6,no,FRIEND,0.119,4,02/24/2026,1
1025,21,Beginner,"TOEFL,Speaking,BusinessEnglish",9.5,50,243,599,100,412,5507,BusinessEnglish,Job interview answers,79,False,20,16,13,365.6,false,FRIEND,0.916,8,2026-04-06 18:47:00,1
1166,25,Advanced,IELTS,11,50,159,314,19,143,5032,BusinessEnglish,Negotiation language,353,false,207,3,14,60.1,no,FRIEND,0.22,8,01/23/2026,1
1153,17,intermediate,Listening; IELTS; BusinessEnglish,23.3,78,32,320,46,556,5383,Vocabulary,Collocations you should know,109,false,154,81,0,505.7,True,BLOCKED,0.193,2,2026-02-26 08:57:00,0
1163,31,Advanced,null,5.6,30,84,375,53,650,5021,Event,Pronunciation bootcamp,58,false,271,47,0,430.1,false,PENDING,0.771,3,26-04-2026,1
1105,39,Advanced,"IELTS,Listening,Event",11.6,61,54,461,101,228,5357,Speaking,Accent reduction drills,355,false,301,36,21,199,no,BLOCKED,0.2,2,2026-04-30 12:03:00,1
1024,33,Beginner,null,52.5,74,214,222,80,609,5432,Speaking,Storytelling fluency,567,0,205,61,12,223.2,yes,NOT_FRIEND,0.044,5,2026-02-04 04:05:00,1
1002,20,Advanced,TOEFL; Event; Vocabulary,12.8,27,191,170,3,882,5482,Vocabulary,Collocations you should know,342,true,243,86,0,323.5,1,PENDING,0.92,3,01/18/2026,1
1005,28,Intermediate,Grammar,18,77,16,189,47,451,5255,Grammar,Phrasal verbs that confuse everyone,215,yes,95,35,16,19.3,no,PENDING,0.929,2,2026-01-10 02:20:00,1
1164,999,Beginner,Reading,9.6,22,90,377,59,715,5560,IELTS,Speaking part 3 examples,281,true,91,9,2,34.5,false,BLOCKED,0.018,10,2026-03-11 14:15:00,0
1176,21,INTERMEDIATE,Grammar; Event,N/A,73,232,469,9,45,5260,Reading,Inference questions explained,-18,no,272,67,18,518.4,false,PENDING,0.056,10,2026-02-12 23:00:00,1
1159,42,Intermediate,"BusinessEnglish,Vocabulary",24.3,21,203,478, ,690,5455, Speaking ,Accent reduction drills,318,false,20,58,11,29.8,0,FRIEND,0.064,10,04/28/2026,1
1184,36,Beginner,"TOEFL,Listening,Event",23.4,57,1,259,53,319,5226,Writing,Cohesion vs coherence,null,True,62,6,22,475.9,no,BLOCKED,NaN,0,2026-03-04 12:21:00,0
1100,N/A,Beginner,"Reading,BusinessEnglish,Event",53.7,2,246,6,2,101,5553,VOCABULARY,Synonym swap challenge,470,false,193,15,13,606,true,FRIEND,0.091,12,2026/02/09,1
1102,39,Beginner,Grammar; Listening; BusinessEnglish,45.2,67,103,589,39,93,5282,TOEFL,TOEFL Prep weekly thread,271,false,104,68,23,592.8,false,BLOCKED,0.148,5,2026-03-03 18:40:00,0
1040,38,intermediate,IELTS,56.1,74,34,159,60,715,5052,Reading,Vocabulary in context,124,true,295,25,10,637.8,false,PENDING,NaN,6,02/07/2026,1
1027,39, Intermediate ,Event|Grammar|TOEFL,17.8,17,93,444,43,230,5431,IELTS,Listening trap words,140,1,77,49,14,454.9,false,NOT_FRIEND,0.207,1,2026-04-17 07:46:00,1
1200,28, Beginner ,"IELTS,Grammar",28.3,55,176,85,87,125,5402,BUSINESSENGLISH,Job interview answers,37,no,246,50,15,470.3,no,BLOCKED,0.245,2,2026-04-12 11:16:00,0
1157,34,Beginner,Vocabulary; Listening,43.6,28,1,206,9,795,5171,Event,Writing workshop signup,542,false,16,24,6,410.2,false,BLOCKED,0.092,8,2026/03/11,0
1102,39,Beginner,Grammar; Listening; BusinessEnglish,45.2,67,103,589,39,93,5256,IELTS,Writing task 2 essay structures,227,1,82,70,16,33.4,false,BLOCKED,0.163,7,2026-01-24 08:43:00,0
1058,29,Intermediate,"Reading,TOEFL",35.9,59,139,138,85,503,5313,businessenglish,Negotiation language,582,false,61,46,22,362.5,false,BLOCKED,0.202,0,2026-04-01 12:06:00,0
1071,18,Advanced,Writing,20.1,65,188,571,65,457,5584,Speaking,Accent reduction drills,58,no,105,77,10,715.3,false,FRIEND,0.032,2,04/21/2026,1
1172,42,Beginner,Reading,58.5,37,19,418,,893,5082,Event,Writing workshop signup,219,true,240,19,5,281.8,false,BLOCKED,0.088,3,19-03-2026,0
